Country,Year,Gender,Metric,Value
Armenia,2018,Female,Employment to population ratio,49.355
Armenia,2018,Male,Employment to population ratio,59.11
Armenia,2018,Female,Labour Force Participation Rate,55.765
Armenia,2018,Male,Labour Force Participation Rate,69.543
Armenia,2018,Female,Part Time Employment,23.96
Armenia,2018,Male,Part Time Employment,15.86
Armenia,2018,Female,Vulnerable Employment,66.30021905
Armenia,2018,Male,Vulnerable Employment,58.82921959
Australia,2018,Female,Employment to population ratio,57.286
Australia,2018,Male,Employment to population ratio,67.196
Australia,2018,Female,Labour Force Participation Rate,60.505
Australia,2018,Male,Labour Force Participation Rate,70.943
Australia,2018,Female,Part Time Employment,59.33
Australia,2018,Male,Part Time Employment,35.16
Australia,2018,Female,Vulnerable Employment,6.76644577
Australia,2018,Male,Vulnerable Employment,9.636970448
Austria,2018,Female,Employment to population ratio,53.409
Austria,2018,Male,Employment to population ratio,63.425
Austria,2018,Female,Labour Force Participation Rate,56.059
Austria,2018,Male,Labour Force Participation Rate,66.839
Austria,2018,Female,Part Time Employment,60.9
Austria,2018,Male,Part Time Employment,30.57
Austria,2018,Female,Vulnerable Employment,7.907390022
Austria,2018,Male,Vulnerable Employment,8.598734684
Azerbaijan,2018,Female,Employment to population ratio,59.37
Azerbaijan,2018,Male,Employment to population ratio,65.802
Azerbaijan,2018,Female,Labour Force Participation Rate,62.988
Azerbaijan,2018,Male,Labour Force Participation Rate,68.587
Azerbaijan,2018,Female,Part Time Employment,23.91
Azerbaijan,2018,Male,Part Time Employment,14.72
Azerbaijan,2018,Female,Vulnerable Employment,60.86425808
Azerbaijan,2018,Male,Vulnerable Employment,48.03736742
"Bahamas, The",2018,Female,Employment to population ratio,60.247
"Bahamas, The",2018,Male,Employment to population ratio,72.777
"Bahamas, The",2018,Female,Labour Force Participation Rate,66.902
"Bahamas, The",2018,Male,Labour Force Participation Rate,80.906
"Bahamas, The",2018,Female,Vulnerable Employment,8.333582663
"Bahamas, The",2018,Male,Vulnerable Employment,21.58065879
Bahrain,2018,Female,Employment to population ratio,42.34
Bahrain,2018,Male,Employment to population ratio,86.661
Bahrain,2018,Female,Labour Force Participation Rate,44.067
Bahrain,2018,Male,Labour Force Participation Rate,87.073
Bahrain,2018,Female,Vulnerable Employment,1.015865703
Bahrain,2018,Male,Vulnerable Employment,1.029931412
Bangladesh,2018,Female,Employment to population ratio,34.262
Bangladesh,2018,Male,Employment to population ratio,78.272
Bangladesh,2018,Female,Labour Force Participation Rate,36.703
Bangladesh,2018,Male,Labour Force Participation Rate,80.948
Bangladesh,2018,Female,Vulnerable Employment,68.49153599
Bangladesh,2018,Male,Vulnerable Employment,51.00112007
Barbados,2018,Female,Employment to population ratio,54.43
Barbados,2018,Male,Employment to population ratio,62.578
Barbados,2018,Female,Labour Force Participation Rate,59.508
Barbados,2018,Male,Labour Force Participation Rate,68.103
Barbados,2018,Female,Vulnerable Employment,12.25056105
Barbados,2018,Male,Vulnerable Employment,24.85097364
Belarus,2018,Female,Employment to population ratio,56.919
Belarus,2018,Male,Employment to population ratio,67.789
Belarus,2018,Female,Labour Force Participation Rate,59.024
Belarus,2018,Male,Labour Force Participation Rate,72.072
Belarus,2018,Female,Vulnerable Employment,2.418311281
Belarus,2018,Male,Vulnerable Employment,4.903872506
Belgium,2018,Female,Employment to population ratio,46.776
Belgium,2018,Male,Employment to population ratio,55.343
Belgium,2018,Female,Labour Force Participation Rate,49.533
Belgium,2018,Male,Labour Force Participation Rate,59.055
Belgium,2018,Female,Part Time Employment,53.21
Belgium,2018,Male,Part Time Employment,25.29
Belgium,2018,Female,Vulnerable Employment,8.50169102
Belgium,2018,Male,Vulnerable Employment,11.77339838
Belize,2018,Female,Employment to population ratio,43.05
Belize,2018,Male,Employment to population ratio,74.404
Belize,2018,Female,Labour Force Participation Rate,48.911
Belize,2018,Male,Labour Force Participation Rate,78.622
Belize,2018,Female,Vulnerable Employment,33.27482229
Belize,2018,Male,Vulnerable Employment,27.02854506
Benin,2018,Female,Employment to population ratio,55.304
Benin,2018,Male,Employment to population ratio,68.451
Benin,2018,Female,Labour Force Participation Rate,56.283
Benin,2018,Male,Labour Force Participation Rate,69.315
Benin,2018,Female,Vulnerable Employment,83.94799335
Benin,2018,Male,Vulnerable Employment,72.99740103
Bhutan,2018,Female,Employment to population ratio,52.498
Bhutan,2018,Male,Employment to population ratio,67.423
Bhutan,2018,Female,Labour Force Participation Rate,54.824
Bhutan,2018,Male,Labour Force Participation Rate,69.323
Bhutan,2018,Female,Vulnerable Employment,84.13171283
Bhutan,2018,Male,Vulnerable Employment,63.6127176
Bolivia,2018,Female,Employment to population ratio,61.288
Bolivia,2018,Male,Employment to population ratio,77.276
Bolivia,2018,Female,Labour Force Participation Rate,63.586
Bolivia,2018,Male,Labour Force Participation Rate,80.033
Bolivia,2018,Female,Vulnerable Employment,69.70882525
Bolivia,2018,Male,Vulnerable Employment,58.74000186
Bosnia and Herzegovina,2018,Female,Employment to population ratio,27.809
Bosnia and Herzegovina,2018,Male,Employment to population ratio,47.771
Bosnia and Herzegovina,2018,Female,Labour Force Participation Rate,34.894
Bosnia and Herzegovina,2018,Male,Labour Force Participation Rate,57.687
Bosnia and Herzegovina,2018,Female,Part Time Employment,15.09
Bosnia and Herzegovina,2018,Male,Part Time Employment,11.18
Bosnia and Herzegovina,2018,Female,Vulnerable Employment,17.62446806
Bosnia and Herzegovina,2018,Male,Vulnerable Employment,15.71893397
Botswana,2018,Female,Employment to population ratio,45.391
Botswana,2018,Male,Employment to population ratio,56.816
Botswana,2018,Female,Labour Force Participation Rate,57.95
Botswana,2018,Male,Labour Force Participation Rate,69.118
Botswana,2018,Female,Vulnerable Employment,29.02079654
Botswana,2018,Male,Vulnerable Employment,28.01505107
Brazil,2018,Female,Employment to population ratio,46.534
Brazil,2018,Male,Employment to population ratio,66.615
Brazil,2018,Female,Labour Force Participation Rate,54.368
Brazil,2018,Male,Labour Force Participation Rate,74.625
Brazil,2018,Female,Part Time Employment,37.1
Brazil,2018,Male,Part Time Employment,22.05
Brazil,2018,Female,Vulnerable Employment,23.28271926
Brazil,2018,Male,Vulnerable Employment,30.05662119
Brunei Darussalam,2018,Female,Employment to population ratio,51.612
Brunei Darussalam,2018,Male,Employment to population ratio,67.216
Brunei Darussalam,2018,Female,Labour Force Participation Rate,57.381
Brunei Darussalam,2018,Male,Labour Force Participation Rate,72.83
Brunei Darussalam,2018,Female,Vulnerable Employment,5.886470049
Brunei Darussalam,2018,Male,Vulnerable Employment,4.03291756
Bulgaria,2018,Female,Employment to population ratio,46.929
Bulgaria,2018,Male,Employment to population ratio,58.403
Bulgaria,2018,Female,Labour Force Participation Rate,49.218
Bulgaria,2018,Male,Labour Force Participation Rate,61.927
Bulgaria,2018,Female,Part Time Employment,13.99
Bulgaria,2018,Male,Part Time Employment,9.56
Bulgaria,2018,Female,Vulnerable Employment,6.463465648
Bulgaria,2018,Male,Vulnerable Employment,9.205996643
Burkina Faso,2018,Female,Employment to population ratio,55.071
Burkina Faso,2018,Male,Employment to population ratio,69.946
Burkina Faso,2018,Female,Labour Force Participation Rate,57.741
Burkina Faso,2018,Male,Labour Force Participation Rate,73.429
Burkina Faso,2018,Female,Vulnerable Employment,88.25157572
Burkina Faso,2018,Male,Vulnerable Employment,81.07909133
Burundi,2018,Female,Employment to population ratio,79.292
Burundi,2018,Male,Employment to population ratio,78.187
Burundi,2018,Female,Labour Force Participation Rate,80.081
Burundi,2018,Male,Labour Force Participation Rate,79.222
Burundi,2018,Female,Vulnerable Employment,92.02502481
Burundi,2018,Male,Vulnerable Employment,77.27653804
Cabo Verde,2018,Female,Employment to population ratio,43.12
Cabo Verde,2018,Male,Employment to population ratio,54.622
Cabo Verde,2018,Female,Labour Force Participation Rate,48.752
Cabo Verde,2018,Male,Labour Force Participation Rate,62.541
Cabo Verde,2018,Female,Vulnerable Employment,44.9269079
Cabo Verde,2018,Male,Vulnerable Employment,27.56923132
Cambodia,2018,Female,Employment to population ratio,68.473
Cambodia,2018,Male,Employment to population ratio,81.586
Cambodia,2018,Female,Labour Force Participation Rate,68.582
Cambodia,2018,Male,Labour Force Participation Rate,81.668
Cambodia,2018,Female,Vulnerable Employment,58.61409833
Cambodia,2018,Male,Vulnerable Employment,46.22908159
Cameroon,2018,Female,Employment to population ratio,64.35
Cameroon,2018,Male,Employment to population ratio,74.342
Cameroon,2018,Female,Labour Force Participation Rate,67.14
Cameroon,2018,Male,Labour Force Participation Rate,76.772
Cameroon,2018,Female,Vulnerable Employment,82.00715513
Cameroon,2018,Male,Vulnerable Employment,64.6620452
Canada,2018,Female,Employment to population ratio,57.899
Canada,2018,Male,Employment to population ratio,65.372
Canada,2018,Female,Labour Force Participation Rate,61.292
Canada,2018,Male,Labour Force Participation Rate,69.63
Canada,2018,Female,Part Time Employment,50.08
Canada,2018,Male,Part Time Employment,31.62
Canada,2018,Female,Vulnerable Employment,9.412821564
Canada,2018,Male,Vulnerable Employment,11.88032755
Central African Republic,2018,Female,Employment to population ratio,58.883
Central African Republic,2018,Male,Employment to population ratio,73.921
Central African Republic,2018,Female,Labour Force Participation Rate,63.186
Central African Republic,2018,Male,Labour Force Participation Rate,78.116
Central African Republic,2018,Female,Vulnerable Employment,97.08854439
Central African Republic,2018,Male,Vulnerable Employment,88.72323622
Chad,2018,Female,Employment to population ratio,48.122
Chad,2018,Male,Employment to population ratio,70.599
Chad,2018,Female,Labour Force Participation Rate,48.49
Chad,2018,Male,Labour Force Participation Rate,71.589
Chad,2018,Female,Vulnerable Employment,96.21239162
Chad,2018,Male,Vulnerable Employment,85.64516583
Channel Islands,2018,Female,Employment to population ratio,48.187
Channel Islands,2018,Male,Employment to population ratio,62.329
Channel Islands,2018,Female,Labour Force Participation Rate,51.681
Channel Islands,2018,Male,Labour Force Participation Rate,66.403
Channel Islands,2018,Female,Vulnerable Employment,8.904206334
Channel Islands,2018,Male,Vulnerable Employment,13.04945984
Chile,2018,Female,Employment to population ratio,45.366
Chile,2018,Male,Employment to population ratio,66.046
Chile,2018,Female,Labour Force Participation Rate,49.287
Chile,2018,Male,Labour Force Participation Rate,70.771
Chile,2018,Female,Part Time Employment,38.04
Chile,2018,Male,Part Time Employment,23.61
Chile,2018,Female,Vulnerable Employment,23.19115344
Chile,2018,Male,Vulnerable Employment,22.72783365
China,2018,Female,Employment to population ratio,59.385
China,2018,Male,Employment to population ratio,70.271
China,2018,Female,Labour Force Participation Rate,61.695
China,2018,Male,Labour Force Participation Rate,73.793
China,2018,Female,Vulnerable Employment,44.52453045
China,2018,Male,Vulnerable Employment,41.56873131
Colombia,2018,Female,Employment to population ratio,46.849
Colombia,2018,Male,Employment to population ratio,71.975
Colombia,2018,Female,Labour Force Participation Rate,53.255
Colombia,2018,Male,Labour Force Participation Rate,77.769
Colombia,2018,Female,Part Time Employment,37.1
Colombia,2018,Male,Part Time Employment,17.59
Colombia,2018,Female,Vulnerable Employment,46.92689659
Colombia,2018,Male,Vulnerable Employment,48.41963051
Comoros,2018,Female,Employment to population ratio,31.107
Comoros,2018,Male,Employment to population ratio,52.984
Comoros,2018,Female,Labour Force Participation Rate,32.919
Comoros,2018,Male,Labour Force Participation Rate,55.464
Comoros,2018,Female,Vulnerable Employment,67.65668091
Comoros,2018,Male,Vulnerable Employment,50.26778944
"Congo, Dem. Rep.",2018,Female,Employment to population ratio,60.152
"Congo, Dem. Rep.",2018,Male,Employment to population ratio,65.681
"Congo, Dem. Rep.",2018,Female,Labour Force Participation Rate,62.508
"Congo, Dem. Rep.",2018,Male,Labour Force Participation Rate,69.555
"Congo, Dem. Rep.",2018,Female,Vulnerable Employment,89.26587674
"Congo, Dem. Rep.",2018,Male,Vulnerable Employment,75.50803934
"Congo, Rep.",2018,Female,Employment to population ratio,51.731
"Congo, Rep.",2018,Male,Employment to population ratio,55.193
"Congo, Rep.",2018,Female,Labour Force Participation Rate,66.845
"Congo, Rep.",2018,Male,Labour Force Participation Rate,68.956
"Congo, Rep.",2018,Female,Vulnerable Employment,88.44709819
"Congo, Rep.",2018,Male,Vulnerable Employment,61.60032158
Costa Rica,2018,Female,Employment to population ratio,42.95
Costa Rica,2018,Male,Employment to population ratio,70.352
Costa Rica,2018,Female,Labour Force Participation Rate,48.499
Costa Rica,2018,Male,Labour Force Participation Rate,76.014
Costa Rica,2018,Female,Part Time Employment,38.43
Costa Rica,2018,Male,Part Time Employment,17.81
Costa Rica,2018,Female,Vulnerable Employment,22.01454302
Costa Rica,2018,Male,Vulnerable Employment,25.68069244
Cote d'Ivoire,2018,Female,Employment to population ratio,53.95
Cote d'Ivoire,2018,Male,Employment to population ratio,71.551
Cote d'Ivoire,2018,Female,Labour Force Participation Rate,55.864
Cote d'Ivoire,2018,Male,Labour Force Participation Rate,73.303
Cote d'Ivoire,2018,Female,Vulnerable Employment,82.91264842
Cote d'Ivoire,2018,Male,Vulnerable Employment,64.02523557
Croatia,2018,Female,Employment to population ratio,41.226
Croatia,2018,Male,Employment to population ratio,52.972
Croatia,2018,Female,Labour Force Participation Rate,45.476
Croatia,2018,Male,Labour Force Participation Rate,57.358
Croatia,2018,Female,Part Time Employment,30.18
Croatia,2018,Male,Part Time Employment,21.23
Croatia,2018,Female,Vulnerable Employment,6.597969473
Croatia,2018,Male,Vulnerable Employment,7.984969107
Cuba,2018,Female,Employment to population ratio,41.516
Cuba,2018,Male,Employment to population ratio,69.33
Cuba,2018,Female,Labour Force Participation Rate,42.288
Cuba,2018,Male,Labour Force Participation Rate,70.473
Cuba,2018,Female,Vulnerable Employment,17.83489366
Cuba,2018,Male,Vulnerable Employment,22.29603252
Cyprus,2018,Female,Employment to population ratio,52.198
Cyprus,2018,Male,Employment to population ratio,62.188
Cyprus,2018,Female,Labour Force Participation Rate,57.29
Cyprus,2018,Male,Labour Force Participation Rate,67.72
Cyprus,2018,Female,Part Time Employment,33.18
Cyprus,2018,Male,Part Time Employment,24.9
Cyprus,2018,Female,Vulnerable Employment,9.274158923
Cyprus,2018,Male,Vulnerable Employment,12.65613722
Czechia,2018,Female,Employment to population ratio,51.288
Czechia,2018,Male,Employment to population ratio,67.48
Czechia,2018,Female,Labour Force Participation Rate,52.775
Czechia,2018,Male,Labour Force Participation Rate,68.713
Czechia,2018,Female,Part Time Employment,34.88
Czechia,2018,Male,Part Time Employment,22.88
Czechia,2018,Female,Vulnerable Employment,10.7719401
Czechia,2018,Male,Vulnerable Employment,16.24077052
Denmark,2018,Female,Employment to population ratio,54.489
Denmark,2018,Male,Employment to population ratio,62.91
Denmark,2018,Female,Labour Force Participation Rate,57.567
Denmark,2018,Male,Labour Force Participation Rate,66.178
Denmark,2018,Female,Part Time Employment,53.67
Denmark,2018,Male,Part Time Employment,32.76
Denmark,2018,Female,Vulnerable Employment,3.544243345
Denmark,2018,Male,Vulnerable Employment,6.151689768
Djibouti,2018,Female,Employment to population ratio,11.647
Djibouti,2018,Male,Employment to population ratio,36.123
Djibouti,2018,Female,Labour Force Participation Rate,18.235
Djibouti,2018,Male,Labour Force Participation Rate,46.439
Djibouti,2018,Female,Vulnerable Employment,63.90220857
Djibouti,2018,Male,Vulnerable Employment,46.46803442
Dominican Republic,2018,Female,Employment to population ratio,45.54
Dominican Republic,2018,Male,Employment to population ratio,74.499
Dominican Republic,2018,Female,Labour Force Participation Rate,50.134
Dominican Republic,2018,Male,Labour Force Participation Rate,77.38
Dominican Republic,2018,Female,Part Time Employment,36.88
Dominican Republic,2018,Male,Part Time Employment,23.42
Dominican Republic,2018,Female,Vulnerable Employment,28.72883456
Dominican Republic,2018,Male,Vulnerable Employment,47.0271067
Ecuador,2018,Female,Employment to population ratio,52.073
Ecuador,2018,Male,Employment to population ratio,76.727
Ecuador,2018,Female,Labour Force Participation Rate,54.465
Ecuador,2018,Male,Labour Force Participation Rate,79.041
Ecuador,2018,Female,Vulnerable Employment,56.99249305
Ecuador,2018,Male,Vulnerable Employment,40.12625738
"Egypt, Arab Rep.",2018,Female,Employment to population ratio,14.453
"Egypt, Arab Rep.",2018,Male,Employment to population ratio,63.305
"Egypt, Arab Rep.",2018,Female,Labour Force Participation Rate,18.383
"Egypt, Arab Rep.",2018,Male,Labour Force Participation Rate,67.91
"Egypt, Arab Rep.",2018,Female,Part Time Employment,10.47
"Egypt, Arab Rep.",2018,Male,Part Time Employment,6.23
"Egypt, Arab Rep.",2018,Female,Vulnerable Employment,32.0373962
"Egypt, Arab Rep.",2018,Male,Vulnerable Employment,15.93812451
El Salvador,2018,Female,Employment to population ratio,43.106
El Salvador,2018,Male,Employment to population ratio,71.585
El Salvador,2018,Female,Labour Force Participation Rate,44.786
El Salvador,2018,Male,Labour Force Participation Rate,74.716
El Salvador,2018,Female,Part Time Employment,28.49
El Salvador,2018,Male,Part Time Employment,20.83
El Salvador,2018,Female,Vulnerable Employment,43.23761866
El Salvador,2018,Male,Vulnerable Employment,28.06531273
Equatorial Guinea,2018,Female,Employment to population ratio,46.485
Equatorial Guinea,2018,Male,Employment to population ratio,54.864
Equatorial Guinea,2018,Female,Labour Force Participation Rate,51.213
Equatorial Guinea,2018,Male,Labour Force Participation Rate,59.332
Equatorial Guinea,2018,Female,Vulnerable Employment,86.180442
Equatorial Guinea,2018,Male,Vulnerable Employment,70.48097531
Eritrea,2018,Female,Employment to population ratio,66.484
Eritrea,2018,Male,Employment to population ratio,81.17
Eritrea,2018,Female,Labour Force Participation Rate,71.248
Eritrea,2018,Male,Labour Force Participation Rate,85.679
Eritrea,2018,Female,Vulnerable Employment,80.78695452
Eritrea,2018,Male,Vulnerable Employment,62.41513933
Estonia,2018,Female,Employment to population ratio,54.216
Estonia,2018,Male,Employment to population ratio,67.208
Estonia,2018,Female,Labour Force Participation Rate,57.264
Estonia,2018,Male,Labour Force Participation Rate,71.054
Estonia,2018,Female,Part Time Employment,35.2
Estonia,2018,Male,Part Time Employment,23.51
Estonia,2018,Female,Vulnerable Employment,4.010476702
Estonia,2018,Male,Vulnerable Employment,7.647990238
Eswatini,2018,Female,Employment to population ratio,35.555
Eswatini,2018,Male,Employment to population ratio,43.404
Eswatini,2018,Female,Labour Force Participation Rate,47.053
Eswatini,2018,Male,Labour Force Participation Rate,54.97
Eswatini,2018,Female,Vulnerable Employment,40.67292235
Eswatini,2018,Male,Vulnerable Employment,27.75141803
Ethiopia,2018,Female,Employment to population ratio,71.774
Ethiopia,2018,Male,Employment to population ratio,85.087
Ethiopia,2018,Female,Labour Force Participation Rate,74.507
Ethiopia,2018,Male,Labour Force Participation Rate,86.776
Ethiopia,2018,Female,Vulnerable Employment,88.80910992
Ethiopia,2018,Male,Vulnerable Employment,83.66145181
Fiji,2018,Female,Employment to population ratio,36.299
Fiji,2018,Male,Employment to population ratio,73.502
Fiji,2018,Female,Labour Force Participation Rate,38.439
Fiji,2018,Male,Labour Force Participation Rate,76.34
Fiji,2018,Female,Vulnerable Employment,30.03054764
Fiji,2018,Male,Vulnerable Employment,33.06667116
Finland,2018,Female,Employment to population ratio,51.78
Finland,2018,Male,Employment to population ratio,58.413
Finland,2018,Female,Labour Force Participation Rate,55.856
Finland,2018,Male,Labour Force Participation Rate,63.092
Finland,2018,Female,Part Time Employment,50.7
Finland,2018,Male,Part Time Employment,38.19
Finland,2018,Female,Vulnerable Employment,7.407719445
Finland,2018,Male,Vulnerable Employment,11.67246742
France,2018,Female,Employment to population ratio,46.769
France,2018,Male,Employment to population ratio,54.802
France,2018,Female,Labour Force Participation Rate,51.43
France,2018,Male,Labour Force Participation Rate,60.21
France,2018,Female,Part Time Employment,48.39
France,2018,Male,Part Time Employment,30.28
France,2018,Female,Vulnerable Employment,6.176195084
France,2018,Male,Vulnerable Employment,8.585169991
French Polynesia,2018,Female,Employment to population ratio,43.321
French Polynesia,2018,Male,Employment to population ratio,56.293
French Polynesia,2018,Female,Labour Force Participation Rate,49.457
French Polynesia,2018,Male,Labour Force Participation Rate,63.008
French Polynesia,2018,Female,Vulnerable Employment,13.2497052
French Polynesia,2018,Male,Vulnerable Employment,19.17583847
Gabon,2018,Female,Employment to population ratio,28.013
Gabon,2018,Male,Employment to population ratio,48.633
Gabon,2018,Female,Labour Force Participation Rate,39.576
Gabon,2018,Male,Labour Force Participation Rate,57.065
Gabon,2018,Female,Vulnerable Employment,37.50669261
Gabon,2018,Male,Vulnerable Employment,27.51832304
"Gambia, The",2018,Female,Employment to population ratio,54.29
"Gambia, The",2018,Male,Employment to population ratio,62.642
"Gambia, The",2018,Female,Labour Force Participation Rate,56.057
"Gambia, The",2018,Male,Labour Force Participation Rate,65.934
"Gambia, The",2018,Female,Vulnerable Employment,81.8601111
"Gambia, The",2018,Male,Vulnerable Employment,67.32299283
Georgia,2018,Female,Employment to population ratio,49.391
Georgia,2018,Male,Employment to population ratio,63.427
Georgia,2018,Female,Labour Force Participation Rate,55.648
Georgia,2018,Male,Labour Force Participation Rate,73.701
Georgia,2018,Female,Vulnerable Employment,46.02862368
Georgia,2018,Male,Vulnerable Employment,48.29865207
Germany,2018,Female,Employment to population ratio,54.336
Germany,2018,Male,Employment to population ratio,64.278
Germany,2018,Female,Labour Force Participation Rate,55.965
Germany,2018,Male,Labour Force Participation Rate,66.81
Germany,2018,Female,Part Time Employment,57.46
Germany,2018,Male,Part Time Employment,26.25
Germany,2018,Female,Vulnerable Employment,4.997231299
Germany,2018,Male,Vulnerable Employment,6.228085506
Ghana,2018,Female,Employment to population ratio,63.021
Ghana,2018,Male,Employment to population ratio,70.73
Ghana,2018,Female,Labour Force Participation Rate,65.223
Ghana,2018,Male,Labour Force Participation Rate,73.025
Ghana,2018,Female,Vulnerable Employment,78.42076874
Ghana,2018,Male,Vulnerable Employment,62.63188855
Greece,2018,Female,Employment to population ratio,33.35
Greece,2018,Male,Employment to population ratio,49.421
Greece,2018,Female,Labour Force Participation Rate,43.928
Greece,2018,Male,Labour Force Participation Rate,58.335
Greece,2018,Female,Part Time Employment,33.15
Greece,2018,Male,Part Time Employment,19.67
Greece,2018,Female,Vulnerable Employment,23.66351788
Greece,2018,Male,Vulnerable Employment,27.43568822
Guam,2018,Female,Employment to population ratio,53.457
Guam,2018,Male,Employment to population ratio,64.866
Guam,2018,Female,Labour Force Participation Rate,56.365
Guam,2018,Male,Labour Force Participation Rate,68.776
Guam,2018,Female,Vulnerable Employment,6.636023257
Guam,2018,Male,Vulnerable Employment,11.53970504
Guatemala,2018,Female,Employment to population ratio,37.366
Guatemala,2018,Male,Employment to population ratio,81.828
Guatemala,2018,Female,Labour Force Participation Rate,38.449
Guatemala,2018,Male,Labour Force Participation Rate,83.517
Guatemala,2018,Female,Vulnerable Employment,46.12420966
Guatemala,2018,Male,Vulnerable Employment,33.98024806
Guinea,2018,Female,Employment to population ratio,41.451
Guinea,2018,Male,Employment to population ratio,61.416
Guinea,2018,Female,Labour Force Participation Rate,43.496
Guinea,2018,Male,Labour Force Participation Rate,64.451
Guinea,2018,Female,Vulnerable Employment,88.15687581
Guinea,2018,Male,Vulnerable Employment,75.27772714
Guinea-Bissau,2018,Female,Employment to population ratio,47.498
Guinea-Bissau,2018,Male,Employment to population ratio,61.414
Guinea-Bissau,2018,Female,Labour Force Participation Rate,48.822
Guinea-Bissau,2018,Male,Labour Force Participation Rate,63.707
Guinea-Bissau,2018,Female,Vulnerable Employment,79.41194665
Guinea-Bissau,2018,Male,Vulnerable Employment,61.13372006
Guyana,2018,Female,Employment to population ratio,35.42
Guyana,2018,Male,Employment to population ratio,58.352
Guyana,2018,Female,Labour Force Participation Rate,42.417
Guyana,2018,Male,Labour Force Participation Rate,66.569
Guyana,2018,Female,Vulnerable Employment,31.12079309
Guyana,2018,Male,Vulnerable Employment,27.03061399
Haiti,2018,Female,Employment to population ratio,51.839
Haiti,2018,Male,Employment to population ratio,61.947
Haiti,2018,Female,Labour Force Participation Rate,62.34
Haiti,2018,Male,Labour Force Participation Rate,69.742
Haiti,2018,Female,Vulnerable Employment,82.71079992
Haiti,2018,Male,Vulnerable Employment,66.89299846
Honduras,2018,Female,Employment to population ratio,46.687
Honduras,2018,Male,Employment to population ratio,79.17
Honduras,2018,Female,Labour Force Participation Rate,50.317
Honduras,2018,Male,Labour Force Participation Rate,83.041
Honduras,2018,Female,Part Time Employment,46.9
Honduras,2018,Male,Part Time Employment,33.4
Honduras,2018,Female,Vulnerable Employment,54.31967801
Honduras,2018,Male,Vulnerable Employment,35.04784304
"Hong Kong SAR, China",2018,Female,Employment to population ratio,53.868
"Hong Kong SAR, China",2018,Male,Employment to population ratio,66.391
"Hong Kong SAR, China",2018,Female,Labour Force Participation Rate,55.205
"Hong Kong SAR, China",2018,Male,Labour Force Participation Rate,68.574
"Hong Kong SAR, China",2018,Female,Vulnerable Employment,4.046575432
"Hong Kong SAR, China",2018,Male,Vulnerable Employment,7.8874308
Hungary,2018,Female,Employment to population ratio,46.382
Hungary,2018,Male,Employment to population ratio,63.402
Hungary,2018,Female,Labour Force Participation Rate,48.309
Hungary,2018,Male,Labour Force Participation Rate,65.687
Hungary,2018,Female,Part Time Employment,28.08
Hungary,2018,Male,Part Time Employment,21.28
Hungary,2018,Female,Vulnerable Employment,5.977430102
Hungary,2018,Male,Vulnerable Employment,7.676378997
Iceland,2018,Female,Employment to population ratio,69.767
Iceland,2018,Male,Employment to population ratio,78.24
Iceland,2018,Female,Labour Force Participation Rate,71.58
Iceland,2018,Male,Labour Force Participation Rate,80.529
Iceland,2018,Female,Part Time Employment,48.58
Iceland,2018,Male,Part Time Employment,27.57
Iceland,2018,Female,Vulnerable Employment,7.134792248
Iceland,2018,Male,Vulnerable Employment,11.03526935
India,2018,Female,Employment to population ratio,24.556
India,2018,Male,Employment to population ratio,69.544
India,2018,Female,Labour Force Participation Rate,26.609
India,2018,Male,Labour Force Participation Rate,75.287
India,2018,Female,Vulnerable Employment,72.07690448
India,2018,Male,Vulnerable Employment,72.50610644
Indonesia,2018,Female,Employment to population ratio,50.868
Indonesia,2018,Male,Employment to population ratio,78.469
Indonesia,2018,Female,Labour Force Participation Rate,53.089
Indonesia,2018,Male,Labour Force Participation Rate,82.187
Indonesia,2018,Female,Part Time Employment,46.11
Indonesia,2018,Male,Part Time Employment,31.91
Indonesia,2018,Female,Vulnerable Employment,57.2617021
Indonesia,2018,Male,Vulnerable Employment,42.6616032
"Iran, Islamic Rep.",2018,Female,Employment to population ratio,14.106
"Iran, Islamic Rep.",2018,Male,Employment to population ratio,62.8
"Iran, Islamic Rep.",2018,Female,Labour Force Participation Rate,17.414
"Iran, Islamic Rep.",2018,Male,Labour Force Participation Rate,70.192
"Iran, Islamic Rep.",2018,Female,Part Time Employment,55.51
"Iran, Islamic Rep.",2018,Male,Part Time Employment,25.72
"Iran, Islamic Rep.",2018,Female,Vulnerable Employment,42.68135767
"Iran, Islamic Rep.",2018,Male,Vulnerable Employment,41.6535425
Iraq,2018,Female,Employment to population ratio,7.99
Iraq,2018,Male,Employment to population ratio,65.381
Iraq,2018,Female,Labour Force Participation Rate,11.357
Iraq,2018,Male,Labour Force Participation Rate,73.343
Iraq,2018,Female,Vulnerable Employment,25.81254294
Iraq,2018,Male,Vulnerable Employment,27.11573399
Ireland,2018,Female,Employment to population ratio,52.848
Ireland,2018,Male,Employment to population ratio,64.547
Ireland,2018,Female,Labour Force Participation Rate,56.038
Ireland,2018,Male,Labour Force Participation Rate,68.507
Ireland,2018,Female,Part Time Employment,49.98
Ireland,2018,Male,Part Time Employment,22.72
Ireland,2018,Female,Vulnerable Employment,5.723494444
Ireland,2018,Male,Vulnerable Employment,14.91424058
Israel,2018,Female,Employment to population ratio,58.472
Israel,2018,Male,Employment to population ratio,67.401
Israel,2018,Female,Labour Force Participation Rate,60.834
Israel,2018,Male,Labour Force Participation Rate,70.175
Israel,2018,Female,Part Time Employment,44.7
